glossary,term_key,definition,tags,language,text,note,status
FIFISH Technical Specifications,brightness,,category:Lighting,ko,밝기,,approved
FIFISH Technical Specifications,brightness,,category:Lighting,ru,Яркость,,approved
FIFISH Technical Specifications,cct,,category:Lighting,en,CCT,,approved
FIFISH Technical Specifications,cct,,category:Lighting,zh,CCT,,approved
FIFISH Technical Specifications,cct,,category:Lighting,ja,CCT,,approved
FIFISH Technical Specifications,cct,,category:Lighting,es,CCT,,approved
FIFISH Technical Specifications,cct,,category:Lighting,ko,CCT,,approved
FIFISH Technical Specifications,cct,,category:Lighting,ru,Цветовая температура света,,approved
FIFISH Technical Specifications,beam-angle,,category:Lighting,en,Beam Angle,,approved
FIFISH Technical Specifications,beam-angle,,category:Lighting,zh,光束角,,approved
FIFISH Technical Specifications,beam-angle,,category:Lighting,ja,ビーム角,,approved
FIFISH Technical Specifications,beam-angle,,category:Lighting,es,Ángulo de haz,,approved
FIFISH Technical Specifications,beam-angle,,category:Lighting,ko,빔 각도,,approved
FIFISH Technical Specifications,beam-angle,,category:Lighting,ru,Угол луча,,approved
FIFISH Technical Specifications,brightness-levels,,category:Lighting,en,Brightness Levels,,approved
FIFISH Technical Specifications,brightness-levels,,category:Lighting,zh,亮度等级,,approved
FIFISH Technical Specifications,brightness-levels,,category:Lighting,ja,明るさレベル,,approved
FIFISH Technical Specifications,brightness-levels,,category:Lighting,es,Niveles de brillo,,approved
FIFISH Technical Specifications,brightness-levels,,category:Lighting,ko,밝기 수준,,approved
FIFISH Technical Specifications,brightness-levels,,category:Lighting,ru,Уровни яркости,,approved
FIFISH Technical Specifications,rov,,category:Charger,en,ROV,,approved
FIFISH Technical Specifications,rov,,category:Charger,zh,ROV,,approved
FIFISH Technical Specifications,rov,,category:Charger,ja,本体,,approved
FIFISH Technical Specifications,rov,,category:Charger,es,ROV (Vehículo Operado Remotamente),,approved
FIFISH Technical Specifications,rov,,category:Charger,ko,ROV (원격 조종 수중 차량),,approved
FIFISH Technical Specifications,rov,,category:Charger,ru,Дистанционно управляемый необитаемый подводный аппарат,,approved
FIFISH Technical Specifications,controller,,category:Charger,en,Controller,,approved
FIFISH Technical Specifications,controller,,category:Charger,zh,遥控器,,approved
FIFISH Technical Specifications,controller,,category:Charger,ja,コントローラー,,approved
FIFISH Technical Specifications,controller,,category:Charger,es,Controlador,,approved
FIFISH Technical Specifications,controller,,category:Charger,ko,컨트롤러,,approved
FIFISH Technical Specifications,controller,,category:Charger,ru,Контроллер,,approved
FIFISH Technical Specifications,wireless-network,,category:Controller,en,Wireless Network,,approved
FIFISH Technical Specifications,wireless-network,,category:Controller,zh,Wi-Fi,,approved
FIFISH Technical Specifications,wireless-network,,category:Controller,ja,Wi-Fi,,approved
FIFISH Technical Specifications,wireless-network,,category:Controller,es,Red inalámbrica,,approved
FIFISH Technical Specifications,wireless-network,,category:Controller,ko,무선 네트워크,,approved
FIFISH Technical Specifications,wireless-network,,category:Controller,ru,Беспроводная сеть,,approved
FIFISH Technical Specifications,usage-time,,category:Controller,en,Usage Time,,approved
FIFISH Technical Specifications,usage-time,,category:Controller,zh,电池工作时间,,approved
FIFISH Technical Specifications,usage-time,,category:Controller,ja,バッテリー稼働時間,,approved
FIFISH Technical Specifications,usage-time,,category:Controller,es,Tiempo de uso,,approved
FIFISH Technical Specifications,usage-time,,category:Controller,ko,사용 시간,,approved
FIFISH Technical Specifications,usage-time,,category:Controller,ru,Время работы,,approved
FIFISH Technical Specifications,file-download-format,,category:Controller,en,File Download Format,,approved
FIFISH Technical Specifications,file-download-format,,category:Controller,zh,文件下载格式,,approved
FIFISH Technical Specifications,file-download-format,,category:Controller,ja,ファイルダウンロード形式,,approved
FIFISH Technical Specifications,file-download-format,,category:Controller,es,Formato de descarga de archivo,,approved
FIFISH Technical Specifications,file-download-format,,category:Controller,ko,파일 다운로드 형식,,approved
FIFISH Technical Specifications,file-download-format,,category:Controller,ru,Формат загрузки файлов,,approved
FIFISH Technical Specifications,hdmi-output,,category:Controller,en,HDMI Output,,approved
FIFISH Technical Specifications,hdmi-output,,category:Controller,zh,HDMI输出,,approved
FIFISH Technical Specifications,hdmi-output,,category:Controller,ja,HDMI出力,,approved
FIFISH Technical Specifications,hdmi-output,,category:Controller,es,Salida HDMI,,approved
FIFISH Technical Specifications,hdmi-output,,category:Controller,ko,HDMI 출력,,approved
FIFISH Technical Specifications,hdmi-output,,category:Controller,ru,HDMI выход,,approved
FIFISH Technical Specifications,quantity,,category:Port Interface,en,Quantity,,approved
FIFISH Technical Specifications,quantity,,category:Port Interface,zh,数字,,approved
FIFISH Technical Specifications,quantity,,category:Port Interface,ja,数,,approved
FIFISH Technical Specifications,quantity,,category:Port Interface,es,Cantidad,,approved
FIFISH Technical Specifications,quantity,,category:Port Interface,ko,수량,,approved
FIFISH Technical Specifications,quantity,,category:Port Interface,ru,Количество,,approved
FIFISH Technical Specifications,material,,category:Port Interface,en,Material,,approved
FIFISH Technical Specifications,material,,category:Port Interface,zh,材料,,approved
FIFISH Technical Specifications,material,,category:Port Interface,ja,材料,,approved
FIFISH Technical Specifications,material,,category:Port Interface,es,Material,,approved
FIFISH Technical Specifications,material,,category:Port Interface,ko,재료,,approved
FIFISH Technical Specifications,material,,category:Port Interface,ru,Материал,,approved
FIFISH Technical Specifications,interface,,category:Port Interface,en,Interface,,approved
FIFISH Technical Specifications,interface,,category:Port Interface,zh,界面,,approved
FIFISH Technical Specifications,interface,,category:Port Interface,ja,インターフェース,,approved
FIFISH Technical Specifications,interface,,category:Port Interface,es,Interfaz,,approved
FIFISH Technical Specifications,interface,,category:Port Interface,ko,인터페이스,,approved
FIFISH Technical Specifications,interface,,category:Port Interface,ru,Интерфейс,,approved
FIFISH Technical Specifications,adjustable-power,,category:Port Interface,en,Adjustable Power,,approved
FIFISH Technical Specifications,adjustable-power,,category:Port Interface,zh,可调功率,,approved
FIFISH Technical Specifications,adjustable-power,,category:Port Interface,ja,調整可能な電力,,approved
FIFISH Technical Specifications,adjustable-power,,category:Port Interface,es,Potencia ajustable,,approved
FIFISH Technical Specifications,adjustable-power,,category:Port Interface,ko,조정 가능한 전력,,approved
FIFISH Technical Specifications,adjustable-power,,category:Port Interface,ru,Регулируемая мощность,,approved
FIFISH Technical Specifications,secure-plug,,category:Port Interface,en,Secure Plug,,approved
FIFISH Technical Specifications,secure-plug,,category:Port Interface,zh,智能插头,,approved
FIFISH Technical Specifications,secure-plug,,category:Port Interface,ja,インテリジェントプラグ,,approved
FIFISH Technical Specifications,secure-plug,,category:Port Interface,es,Enchufe seguro,,approved
FIFISH Technical Specifications,secure-plug,,category:Port Interface,ko,안전 플러그,,approved
FIFISH Technical Specifications,secure-plug,,category:Port Interface,ru,Безопасная вилка,,approved
FIFISH Technical Specifications,cable-length,,category:Tether & Spool,en,Cable Length,,approved
FIFISH Technical Specifications,cable-length,,category:Tether & Spool,zh,电缆长度,,approved
FIFISH Technical Specifications,cable-length,,category:Tether & Spool,ja,ケーブルの長さ,,approved
FIFISH Technical Specifications,cable-length,,category:Tether & Spool,es,Longitud del cable,,approved
FIFISH Technical Specifications,cable-length,,category:Tether & Spool,ko,케이블 길이,,approved
FIFISH Technical Specifications,cable-length,,category:Tether & Spool,ru,Длина кабеля,,approved
FIFISH Technical Specifications,tensile-strength,,category:Tether & Spool,en,Tensile Strength,,approved
FIFISH Technical Specifications,tensile-strength,,category:Tether & Spool,zh,负载能力,,approved
FIFISH Technical Specifications,tensile-strength,,category:Tether & Spool,ja,耐荷重,,approved
FIFISH Technical Specifications,tensile-strength,,category:Tether & Spool,es,Resistencia a la tracción,,approved
FIFISH Technical Specifications,tensile-strength,,category:Tether & Spool,ko,인장 강도,,approved
FIFISH Technical Specifications,tensile-strength,,category:Tether & Spool,ru,Прочность на растяжение,,approved
FIFISH Technical Specifications,cable-diameter,,category:Tether & Spool,en,Cable Diameter,,approved
FIFISH Technical Specifications,cable-diameter,,category:Tether & Spool,zh,电缆直径,,approved
FIFISH Technical Specifications,cable-diameter,,category:Tether & Spool,ja,ケーブル径,,approved
FIFISH Technical Specifications,cable-diameter,,category:Tether & Spool,es,Diámetro del cable,,approved
FIFISH Technical Specifications,cable-diameter,,category:Tether & Spool,ko,케이블 직경,,approved
FIFISH Technical Specifications,cable-diameter,,category:Tether & Spool,ru,Диаметр кабеля,,approved
FIFISH Technical Specifications,tether-weight-underwater,,category:Tether & Spool,en,Tether Weight (Underwater),,approved
FIFISH Technical Specifications,tether-weight-underwater,,category:Tether & Spool,zh,系绳水下重量,,approved
FIFISH Technical Specifications,tether-weight-underwater,,category:Tether & Spool,ja,テザーケーブル水中重量,,approved
FIFISH Technical Specifications,tether-weight-underwater,,category:Tether & Spool,es,Peso del cable (bajo el agua),,approved
FIFISH Technical Specifications,tether-weight-underwater,,category:Tether & Spool,ko,수중 테더 무게,,approved
FIFISH Technical Specifications,tether-weight-underwater,,category:Tether & Spool,ru,Вес троса (под водой),,approved
FIFISH Technical Specifications,waterproof-rating,,category:Tether & Spool,en,Waterproof Rating,,approved
FIFISH Technical Specifications,waterproof-rating,,category:Tether & Spool,zh,卷筒防水等级,,approved
FIFISH Technical Specifications,waterproof-rating,,category:Tether & Spool,ja,リール防水等級,,approved
FIFISH Technical Specifications,waterproof-rating,,category:Tether & Spool,es,Clasificación de impermeabilidad,,approved
FIFISH Technical Specifications,waterproof-rating,,category:Tether & Spool,ko,방수 등급,,approved
FIFISH Technical Specifications,waterproof-rating,,category:Tether & Spool,ru,Степень водонепроницаемости,,approved
QYSEA · FIFISH Package Items,rov,,category:FIFISH General,en,ROV,,approved
QYSEA · FIFISH Package Items,rov,,category:FIFISH General,zh,ROV,,approved
QYSEA · FIFISH Package Items,rov,,category:FIFISH General,ja,本体,,approved
QYSEA · FIFISH Package Items,rov,,category:FIFISH General,es,ROV (Vehículo Operado Remotamente),,approved
QYSEA · FIFISH Package Items,rov,,category:FIFISH General,ko,ROV (원격 조종 수중 차량),,approved
QYSEA · FIFISH Package Items,rov,,category:FIFISH General,ru,Дистанционно управляемый необитаемый подводный аппарат,,approved
QYSEA · FIFISH Package Items,remote-controller,,category:FIFISH General,en,Remote Controller,,approved
QYSEA · FIFISH Package Items,remote-controller,,category:FIFISH General,zh,遥控器,,approved
QYSEA · FIFISH Package Items,remote-controller,,category:FIFISH General,ja,リモコン,,approved
QYSEA · FIFISH Package Items,remote-controller,,category:FIFISH General,es,Control remoto,,approved
QYSEA · FIFISH Package Items,remote-controller,,category:FIFISH General,ko,리모컨,,approved
QYSEA · FIFISH Package Items,remote-controller,,category:FIFISH General,ru,Пульт дистанционного управления,,approved
QYSEA · FIFISH Package Items,robotic-arm,,category:FIFISH General,en,Robotic Arm,,approved
QYSEA · FIFISH Package Items,robotic-arm,,category:FIFISH General,zh,机械爪 (带平口钳),,approved
QYSEA · FIFISH Package Items,robotic-arm,,category:FIFISH General,ja,ロボットアーム,,approved
QYSEA · FIFISH Package Items,robotic-arm,,category:FIFISH General,es,Brazo robótico,,approved
QYSEA · FIFISH Package Items,robotic-arm,,category:FIFISH General,ko,로봇 팔,,approved
QYSEA · FIFISH Package Items,robotic-arm,,category:FIFISH General,ru,Роботизированная рука,,approved
QYSEA · FIFISH Package Items,tether-reel-spool,,category:FIFISH General,en,Tether Reel/Spool,,approved
QYSEA · FIFISH Package Items,tether-reel-spool,,category:FIFISH General,zh,线盘,,approved
QYSEA · FIFISH Package Items,tether-reel-spool,,category:FIFISH General,ja,ケーブルトレイ,,approved
QYSEA · FIFISH Package Items,tether-reel-spool,,category:FIFISH General,es,Carrete de amarre,,approved
QYSEA · FIFISH Package Items,tether-reel-spool,,category:FIFISH General,ko,테더 릴,,approved
QYSEA · FIFISH Package Items,tether-reel-spool,,category:FIFISH General,ru,Катушка для троса,,approved
QYSEA · FIFISH Package Items,rov-charger,,category:FIFISH General,en,ROV Charger,,approved
QYSEA · FIFISH Package Items,rov-charger,,category:FIFISH General,zh,水下机器人充电器,,approved
QYSEA · FIFISH Package Items,rov-charger,,category:FIFISH General,ja,水中ロボット充電器,,approved
QYSEA · FIFISH Package Items,rov-charger,,category:FIFISH General,es,Cargador de ROV,,approved
QYSEA · FIFISH Package Items,rov-charger,,category:FIFISH General,ko,ROV 충전기,,approved
QYSEA · FIFISH Package Items,rov-charger,,category:FIFISH General,ru,Зарядное устройство для ROV,,approved
QYSEA · FIFISH Package Items,rc-charger,,category:FIFISH General,en,RC Charger,,approved
QYSEA · FIFISH Package Items,rc-charger,,category:FIFISH General,zh,遥控器充电器,,approved
QYSEA · FIFISH Package Items,rc-charger,,category:FIFISH General,ja,リモコン充電器,,approved
QYSEA · FIFISH Package Items,rc-charger,,category:FIFISH General,es,Cargador de control remoto,,approved
QYSEA · FIFISH Package Items,rc-charger,,category:FIFISH General,ko,리모컨 충전기,,approved
QYSEA · FIFISH Package Items,rc-charger,,category:FIFISH General,ru,Зарядное устройство для пульта,,approved
QYSEA · FIFISH Package Items,sd-slot-protector-cover-removal-tool,,category:FIFISH General,en,SD Slot Protector & Cover Removal Tool,,approved
QYSEA · FIFISH Package Items,sd-slot-protector-cover-removal-tool,,category:FIFISH General,zh,SD卡槽保护罩,,approved
QYSEA · FIFISH Package Items,sd-slot-protector-cover-removal-tool,,category:FIFISH General,ja,SDカード保護ケース,,approved
QYSEA · FIFISH Package Items,sd-slot-protector-cover-removal-tool,,category:FIFISH General,es,Protector de ranura SD y herramienta de extracción de cubierta,,approved
QYSEA · FIFISH Package Items,sd-slot-protector-cover-removal-tool,,category:FIFISH General,ko,SD 슬롯 보호기 및 덮개 제거 도구,,approved
QYSEA · FIFISH Package Items,sd-slot-protector-cover-removal-tool,,category:FIFISH General,ru,Защитная крышка слота SD и инструмент для её снятия,,approved
QYSEA · FIFISH Package Items,fifish-drying-towel,,category:FIFISH General,en,FIFISH Drying Towel,,approved
QYSEA · FIFISH Package Items,fifish-drying-towel,,category:FIFISH General,zh,清洁布,,approved
QYSEA · FIFISH Package Items,fifish-drying-towel,,category:FIFISH General,ja,クリーニングクロス,,approved
QYSEA · FIFISH Package Items,fifish-drying-towel,,category:FIFISH General,es,Toalla de secado FIFISH,,approved
QYSEA · FIFISH Package Items,fifish-drying-towel,,category:FIFISH General,ko,FIFISH 건조 타월,,approved
QYSEA · FIFISH Package Items,fifish-drying-towel,,category:FIFISH General,ru,Полотенце для сушки FIFISH,,approved
QYSEA · FIFISH Package Items,operator-s-manual,,category:FIFISH General,en,Operator's Manual,,approved
QYSEA · FIFISH Package Items,operator-s-manual,,category:FIFISH General,zh,说明书,,approved
QYSEA · FIFISH Package Items,operator-s-manual,,category:FIFISH General,ja,取扱説明書,,approved
QYSEA · FIFISH Package Items,operator-s-manual,,category:FIFISH General,es,Manual del operador,,approved
QYSEA · FIFISH Package Items,operator-s-manual,,category:FIFISH General,ko,사용자 매뉴얼,,approved
QYSEA · FIFISH Package Items,operator-s-manual,,category:FIFISH General,ru,Руководство оператора,,approved
QYSEA · FIFISH Package Items,assorted-o-rings-screws,,category:FIFISH General,en,Assorted O-rings & Screws,,approved
QYSEA · FIFISH Package Items,assorted-o-rings-screws,,category:FIFISH General,zh,配 件,,approved
QYSEA · FIFISH Package Items,assorted-o-rings-screws,,category:FIFISH General,ja,アクセサリー,,approved
QYSEA · FIFISH Package Items,assorted-o-rings-screws,,category:FIFISH General,es,Anillos de sellado y tornillos surtidos,,approved
QYSEA · FIFISH Package Items,assorted-o-rings-screws,,category:FIFISH General,ko,O-링 및 나사류,,approved
QYSEA · FIFISH Package Items,assorted-o-rings-screws,,category:FIFISH General,ru,Разнообразные уплотнительные кольца и винты,,approved
QYSEA · FIFISH Package Items,epp-case,,category:V Series,en,EPP Case,,approved
QYSEA · FIFISH Package Items,epp-case,,category:V Series,zh,EPP箱,,approved
QYSEA · FIFISH Package Items,epp-case,,category:V Series,ja,EPPボックス,,approved
QYSEA · FIFISH Package Items,epp-case,,category:V Series,es,Caja EPP,,approved
QYSEA · FIFISH Package Items,epp-case,,category:V Series,ko,EPP 케이스,,approved
QYSEA · FIFISH Package Items,epp-case,,category:V Series,ru,Кейс из вспененного полипропилена,,approved
QYSEA · FIFISH Package Items,industrial-case,,category:V Series,en,Industrial Case,,approved
QYSEA · FIFISH Package Items,industrial-case,,category:V Series,zh,工业箱,,approved
QYSEA · FIFISH Package Items,industrial-case,,category:V Series,ja,工業ボックス,,approved
QYSEA · FIFISH Package Items,industrial-case,,category:V Series,es,Maleta Industrial,,approved
QYSEA · FIFISH Package Items,industrial-case,,category:V Series,ko,산업용 케이스,,approved
QYSEA · FIFISH Package Items,industrial-case,,category:V Series,ru,Промышленный кейс,,approved
QYSEA · FIFISH Package Items,quick-release-tool-bracket-upper,,category:E Series,en,Quick-Release Tool Bracket (Upper),,approved
QYSEA · FIFISH Package Items,quick-release-tool-bracket-upper,,category:E Series,zh,上快拆件,,approved
QYSEA · FIFISH Package Items,quick-release-tool-bracket-upper,,category:E Series,ja,トップクイックリリースプレート,,approved
QYSEA · FIFISH Package Items,quick-release-tool-bracket-upper,,category:E Series,es,Soporte de liberación rápida (Superior),,approved
QYSEA · FIFISH Package Items,quick-release-tool-bracket-upper,,category:E Series,ko,상부 퀵 릴리즈 브래킷,,approved
QYSEA · FIFISH Package Items,quick-release-tool-bracket-upper,,category:E Series,ru,Крепление быстрого съема (верхнее),,approved
QYSEA · FIFISH Package Items,q-energy-station,,category:E Series,en,Q-Energy Station,,approved
QYSEA · FIFISH Package Items,q-energy-station,,category:E Series,zh,智能充电管家,,approved
QYSEA · FIFISH Package Items,q-energy-station,,category:E Series,ja,充電が可能なバッテリーステーション,,approved
QYSEA · FIFISH Package Items,q-energy-station,,category:E Series,es,Estación de energía Q,,approved
QYSEA · FIFISH Package Items,q-energy-station,,category:E Series,ko,Q-에너지 스테이션,,approved
QYSEA · FIFISH Package Items,q-energy-station,,category:E Series,ru,Портативная зарядная станция,,approved
QYSEA · FIFISH Package Items,hot-swappable-battery,,category:E Series,en,Hot-Swappable Battery,,approved
QYSEA · FIFISH Package Items,hot-swappable-battery,,category:E Series,zh,快拆电池,,approved
QYSEA · FIFISH Package Items,hot-swappable-battery,,category:E Series,ja,バッテリー,,approved
QYSEA · FIFISH Package Items,hot-swappable-battery,,category:E Series,es,Batería intercambiable en caliente,,approved
QYSEA · FIFISH Package Items,hot-swappable-battery,,category:E Series,ko,핫스왑 배터리,,approved
QYSEA · FIFISH Package Items,hot-swappable-battery,,category:E Series,ru,Батарея с возможностью «горячей» замены,,approved
QYSEA · FIFISH Package Items,dielectric-grease,,category:E Series,en,Dielectric Grease,,approved
QYSEA · FIFISH Package Items,dielectric-grease,,category:E Series,zh,润滑脂,,approved
QYSEA · FIFISH Package Items,dielectric-grease,,category:E Series,ja,潤滑油,,approved
QYSEA · FIFISH Package Items,dielectric-grease,,category:E Series,es,Grasa dieléctrica,,approved
QYSEA · FIFISH Package Items,dielectric-grease,,category:E Series,ko,절연 그리스,,approved
QYSEA · FIFISH Package Items,dielectric-grease,,category:E Series,ru,Диэлектрическая смазка,,approved
QYSEA · FIFISH Package Items,mini-tool-box,,category:E Series,en,Mini Tool Box,,approved
QYSEA · FIFISH Package Items,mini-tool-box,,category:E Series,zh,工具盒,,approved
QYSEA · FIFISH Package Items,mini-tool-box,,category:E Series,ja,ツールボックス,,approved
QYSEA · FIFISH Package Items,mini-tool-box,,category:E Series,es,Caja de herramientas pequeña,,approved
QYSEA · FIFISH Package Items,mini-tool-box,,category:E Series,ko,미니 공구함,,approved
QYSEA · FIFISH Package Items,mini-tool-box,,category:E Series,ru,Мини-ящик с инструментами,,approved
QYSEA · FIFISH Package Items,q-if-port-interface-splitter,,category:E Series,en,Q-IF Port Interface Splitter,,approved
QYSEA · FIFISH Package Items,q-if-port-interface-splitter,,category:E Series,zh,Q接口拓展坞,,approved
QYSEA · FIFISH Package Items,q-if-port-interface-splitter,,category:E Series,ja,拡張スプリッター,,approved
QYSEA · FIFISH Package Items,q-if-port-interface-splitter,,category:E Series,es,Divisor de interfaz de puerto Q-IF,,approved
QYSEA · FIFISH Package Items,q-if-port-interface-splitter,,category:E Series,ko,Q-IF 포트 인터페이스 분배기,,approved
QYSEA · FIFISH Package Items,q-if-port-interface-splitter,,category:E Series,ru,Интерфейсный разделитель портов Q-IF,,approved
QYSEA · FIFISH Package Items,q-dvl-add-on-bracket-for-robotic-arm,,category:E Series,en,Q-DVL Add-On Bracket for Robotic Arm,,approved
QYSEA · FIFISH Package Items,q-dvl-add-on-bracket-for-robotic-arm,,category:E Series,zh,固定支架,,approved
QYSEA · FIFISH Package Items,q-dvl-add-on-bracket-for-robotic-arm,,category:E Series,ja,2in1拡張パーツブラケット,,approved
QYSEA · FIFISH Package Items,q-dvl-add-on-bracket-for-robotic-arm,,category:E Series,es,Soporte adicional Q-DVL para brazo robótico,,approved
QYSEA · FIFISH Package Items,q-dvl-add-on-bracket-for-robotic-arm,,category:E Series,ko,로봇 팔용 Q-DVL 추가 브래킷,,approved
QYSEA · FIFISH Package Items,q-dvl-add-on-bracket-for-robotic-arm,,category:E Series,ru,Дополнительный кронштейн Q-DVL для роботизированной руки,,approved
QYSEA · FIFISH Package Items,rov-battery,,category:W Series,en,ROV Battery,,approved
QYSEA · FIFISH Package Items,rov-battery,,category:W Series,zh,电池,,approved
QYSEA · FIFISH Package Items,rov-battery,,category:W Series,ja,バッテリー,,approved
QYSEA · FIFISH Package Items,rov-battery,,category:W Series,es,Batería ROV,,approved
QYSEA · FIFISH Package Items,rov-battery,,category:W Series,ko,ROV 배터리,,approved
QYSEA · FIFISH Package Items,rov-battery,,category:W Series,ru,Батарея ROV,,approved
QYSEA · FIFISH Package Items,direct-power-supply-system-dpss,,category:X Series,en,Direct Power Supply System (DPSS),,approved
QYSEA · FIFISH Package Items,direct-power-supply-system-dpss,,category:X Series,zh,直供电系统,,approved
QYSEA · FIFISH Package Items,direct-power-supply-system-dpss,,category:X Series,ja,直流給電システム（DPSS）,,approved
QYSEA · FIFISH Package Items,direct-power-supply-system-dpss,,category:X Series,es,Sistema de suministro de energía directa (DPSS),,approved
QYSEA · FIFISH Package Items,direct-power-supply-system-dpss,,category:X Series,ko,직접 전원 공급 시스템 (DPSS),,approved
QYSEA · FIFISH Package Items,direct-power-supply-system-dpss,,category:X Series,ru,Система прямого электропитания (DPSS),,approved
FIFISH ROV Key Features,omnidirectional-movement,,category:FIFISH General,en,Omnidirectional Movement,,approved
FIFISH ROV Key Features,omnidirectional-movement,,category:FIFISH General,zh,全姿态航向运动,,approved
FIFISH ROV Key Features,omnidirectional-movement,,category:FIFISH General,ja,全方位の姿勢制御で,,approved
FIFISH ROV Key Features,omnidirectional-movement,,category:FIFISH General,es,Movimiento omnidireccional,,approved
FIFISH ROV Key Features,omnidirectional-movement,,category:FIFISH General,ko,전 방향 이동,,approved
FIFISH ROV Key Features,omnidirectional-movement,,category:FIFISH General,ru,Всестороннее движение,,approved
FIFISH ROV Key Features,yaw-pitch-roll,,category:FIFISH General,en,"Yaw, Pitch,Roll",,approved
FIFISH ROV Key Features,yaw-pitch-roll,,category:FIFISH General,zh,偏航、俯仰、滚动,,approved
FIFISH ROV Key Features,yaw-pitch-roll,,category:FIFISH General,ja,ヨーリング、ピッチ、ローリング,,approved
FIFISH ROV Key Features,yaw-pitch-roll,,category:FIFISH General,es,Guiñada,,approved
FIFISH ROV Key Features,yaw-pitch-roll,,category:FIFISH General,ko,"요, 피치, 롤",,approved
FIFISH ROV Key Features,yaw-pitch-roll,,category:FIFISH General,ru,Вращение/ крен/ тангаж,,approved
FIFISH ROV Key Features,led-lumen-lighting,,category:FIFISH General,en,LED Lumen Lighting,,approved
FIFISH ROV Key Features,led-lumen-lighting,,category:FIFISH General,zh,流明LED灯,,approved
FIFISH ROV Key Features,led-lumen-lighting,,category:FIFISH General,ja,ルーメンLEDライト,,approved
FIFISH ROV Key Features,led-lumen-lighting,,category:FIFISH General,es,Iluminación LED de lúmenes,,approved
FIFISH ROV Key Features,led-lumen-lighting,,category:FIFISH General,ko,루멘 LED 조명,,approved
FIFISH ROV Key Features,led-lumen-lighting,,category:FIFISH General,ru,Светодиодное освещение,,approved
FIFISH ROV Key Features,flow-resistance,,category:FIFISH General,en,Flow Resistance,,approved
FIFISH ROV Key Features,flow-resistance,,category:FIFISH General,zh,抗流,,approved
FIFISH ROV Key Features,flow-resistance,,category:FIFISH General,ja,流れに耐,,approved
FIFISH ROV Key Features,flow-resistance,,category:FIFISH General,es,Resistencia al flujo,,approved
FIFISH ROV Key Features,flow-resistance,,category:FIFISH General,ko,유체 저항,,approved
FIFISH ROV Key Features,flow-resistance,,category:FIFISH General,ru,Сопротивление потоку,,approved
FIFISH ROV Key Features,depth-lock,,category:FIFISH General,en,Depth Lock,,approved
FIFISH ROV Key Features,depth-lock,,category:FIFISH General,zh,深度维护,,approved
FIFISH ROV Key Features,depth-lock,,category:FIFISH General,ja,深度維持,,approved
FIFISH ROV Key Features,depth-lock,,category:FIFISH General,es,Bloqueo de profundidad,,approved
FIFISH ROV Key Features,depth-lock,,category:FIFISH General,ko,수심 고정,,approved
FIFISH ROV Key Features,depth-lock,,category:FIFISH General,ru,Фиксация глубины,,approved
FIFISH ROV Key Features,posture-lock,,category:FIFISH General,en,Posture Lock,,approved
FIFISH ROV Key Features,posture-lock,,category:FIFISH General,zh,姿势锁定,,approved
FIFISH ROV Key Features,posture-lock,,category:FIFISH General,ja,姿勢ロック,,approved
FIFISH ROV Key Features,posture-lock,,category:FIFISH General,es,Bloqueo de postura,,approved
FIFISH ROV Key Features,posture-lock,,category:FIFISH General,ko,자세 고정,,approved
FIFISH ROV Key Features,posture-lock,,category:FIFISH General,ru,Фиксация положения,,approved
FIFISH ROV Key Features,ring-wing-motor,,category:E Series,en,Ring-Wing Motor,,approved
FIFISH ROV Key Features,ring-wing-motor,,category:E Series,zh,环翼电机,,approved
FIFISH ROV Key Features,ring-wing-motor,,category:E Series,ja,リングウィング推進システム,,approved
FIFISH ROV Key Features,ring-wing-motor,,category:E Series,es,Motor de ala anular,,approved
FIFISH ROV Key Features,ring-wing-motor,,category:E Series,ko,링윙 모터,,approved
FIFISH ROV Key Features,ring-wing-motor,,category:E Series,ru,Кольцевой мотор,,approved
FIFISH ROV Key Features,hot-swappable-battery-power-supply,,category:E Series,en,Hot Swappable [Battery/ Power Supply],,approved
FIFISH ROV Key Features,hot-swappable-battery-power-supply,,category:E Series,zh,电池热插拔,,approved
FIFISH ROV Key Features,hot-swappable-battery-power-supply,,category:E Series,ja,バッテリーのホットスワップ,,approved
FIFISH ROV Key Features,hot-swappable-battery-power-supply,,category:E Series,es,Batería intercambiable en caliente,,approved
FIFISH ROV Key Features,hot-swappable-battery-power-supply,,category:E Series,ko,핫스왑 배터리,,approved
FIFISH ROV Key Features,hot-swappable-battery-power-supply,,category:E Series,ru,"""Горячая"" замена [Аккумулятор/Блок питания]",,approved
FIFISH ROV Key Features,dual-battery-power-supply-system,,category:E Series,en,Dual [Battery/ Power Supply] System,,approved
FIFISH ROV Key Features,dual-battery-power-supply-system,,category:E Series,zh,双电池极速热插拔,,approved
FIFISH ROV Key Features,dual-battery-power-supply-system,,category:E Series,ja,デュアルバッテリーシステム,,approved
FIFISH ROV Key Features,dual-battery-power-supply-system,,category:E Series,es,Sistema de batería doble,,approved
FIFISH ROV Key Features,dual-battery-power-supply-system,,category:E Series,ko,듀얼 배터리 시스템,,approved
FIFISH ROV Key Features,dual-battery-power-supply-system,,category:E Series,ru,Двойная система [Аккумулятор/Блок питания],,approved
FIFISH ROV Key Features,dual-q-if-accessory-ports,,category:E Series,en,Dual Q-IF Accessory Ports,,approved
